"REF_DATE","GEO","DGUID","Funder","Performer","Science type","Prices","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","803","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","808","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","870","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","892","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","896","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","843","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","944","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","940","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","903","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","980","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1027","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1079","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1116","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1190","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1258","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1150","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1154","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1167","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: higher education sector","Total sciences","Current prices","Dollars","81","millions","6","v617712","1.6.7.2.1","1179","","","","0"
"2000","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","10","","","","0"
"2001","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","10","","","","0"
"2002","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","12","","","","0"
"2003","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","14","","","","0"
"2004","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","13","","","","0"
"2005","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","21","","","","0"
"2006","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","21","","","","0"
"2007","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","14","","","","0"
"2008","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","14","","","","0"
"2009","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","5","","","","0"
"2010","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","8","","","","0"
"2011","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","7","","","","0"
"2012","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","8","","","","0"
"2013","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","11","","","","0"
"2014","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","12","","","","0"
"2015","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","6","","","","0"
"2016","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","18","","","","0"
"2017","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","14","","","","0"
"2018","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","8","","","","0"
"2019","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","39","","","","0"
"2020","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","6","","","","0"
"2021","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","6","","","","0"
"2022","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","5","","","","0"
"2023","Canada","2016A000011124","Funder: business enterprise sector","Performer: private non-profit sector","Total sciences","Current prices","Dollars","81","millions","6","v617769","1.6.8.2.1","5","","","","0"
"2000","Canada","2016A000011124","Funder: higher education sector","Performer: total, all sectors","Total sciences","Current prices","Dollars","81","millions","6","v13682143","1.7.1.2.1","2892","","","","0"
